season,year,hour,holiday,weekday,working_day,weather_situation,temperature,humidity,wind_speed,registered,count,i_hour
2,1,16,0,3,1,1,22.080000000000002,27.47,13.43,345,452,1
2,0,23,0,3,1,1,22.080000000000002,48.91,13.43,74,86,0
2,0,19,0,5,1,3,22.080000000000002,55.61,25.369999999999997,275,328,1
4,0,8,0,6,0,1,3.2799999999999994,50.25,8.959999999999999,62,63,1
2,0,17,0,3,1,3,23.020000000000003,55.61,38.81,458,521,1
2,0,4,0,0,0,1,10.8,50.92,10.45,11,17,0
2,0,12,0,6,0,1,25.839999999999996,38.86,25.369999999999997,213,358,0
2,1,16,0,3,1,3,21.14,28.81,8.959999999999999,170,221,1
2,0,5,0,3,1,2,23.020000000000003,59.63,8.959999999999999,19,21,0
2,1,7,0,6,0,1,15.5,54.94,28.360000000000003,55,76,1
1,1,16,1,2,0,2,8.919999999999998,33.5,25.369999999999997,38,86,1
3,1,0,0,2,1,1,24.9,56.28,19.400000000000002,32,47,0
4,0,5,0,2,1,1,17.380000000000003,45.56,28.360000000000003,26,28,0
1,0,16,0,0,0,1,7.98,32.83,10.45,115,157,1
4,1,4,0,4,1,2,22.080000000000002,59.63,0.0,10,10,0
4,0,15,0,5,1,2,7.040000000000001,30.150000000000002,29.849999999999998,141,153,0
4,0,10,0,5,1,1,7.98,30.82,29.849999999999998,122,132,1
2,1,12,0,3,1,2,19.259999999999998,55.61,22.39,210,245,0
4,1,7,0,0,0,2,3.2799999999999994,62.31,13.43,26,31,1
4,0,5,0,0,0,2,11.739999999999998,44.89,28.360000000000003,4,4,0
2,1,19,0,1,1,1,23.020000000000003,46.23,8.959999999999999,391,448,1
2,0,23,0,1,1,2,18.320000000000004,55.61,19.400000000000002,48,64,0
4,0,6,0,4,1,2,8.919999999999998,67.0,13.43,110,114,0
1,1,10,0,0,0,2,11.739999999999998,58.96,10.45,212,351,1
4,1,5,0,4,1,1,7.98,44.22,13.43,39,40,0
4,0,1,0,4,1,2,7.040000000000001,46.9,16.42,15,20,0
3,1,12,0,5,1,1,31.479999999999997,32.83,35.82,207,299,0
2,1,19,0,5,1,1,15.5,18.09,38.81,379,441,1
4,0,8,0,5,1,1,4.220000000000001,54.27,13.43,68,74,1
4,1,4,0,0,0,2,6.1,54.27,19.400000000000002,8,12,0
3,0,13,0,5,1,1,29.6,24.119999999999997,22.39,178,221,0
2,0,23,0,2,1,2,20.2,55.61,22.39,71,78,0
1,0,14,0,2,1,1,2.34,36.85,19.400000000000002,49,58,0
3,0,19,0,1,1,1,26.78,46.9,8.959999999999999,324,386,1
3,0,0,0,3,1,1,26.78,34.17,22.39,18,37,0
2,0,4,0,1,1,3,21.14,58.96,16.42,2,3,0
4,0,13,0,3,1,3,12.68,67.0,19.400000000000002,28,33,0
3,0,0,0,2,1,1,18.320000000000004,48.91,13.43,17,27,0
2,1,19,0,5,1,1,20.2,35.510000000000005,19.400000000000002,410,492,1
4,1,16,0,1,1,1,20.2,35.510000000000005,13.43,397,442,1
2,1,12,0,3,1,1,17.380000000000003,18.76,28.360000000000003,220,269,0
2,1,2,0,5,1,1,12.68,58.96,19.400000000000002,18,21,0
1,1,18,0,0,0,2,3.2799999999999994,29.48,29.849999999999998,113,125,1
2,0,14,0,3,1,1,26.78,18.76,0.0,128,178,0
2,1,10,0,4,1,2,16.44,51.59,0.0,132,168,1
1,1,14,0,6,0,1,7.98,18.09,28.360000000000003,262,379,0
3,1,12,0,4,1,1,28.660000000000004,25.46,0.0,235,332,0
3,0,12,0,5,1,1,37.12,20.77,28.360000000000003,95,135,0
1,1,3,0,0,0,2,12.68,58.96,13.43,15,18,0
4,1,5,0,1,1,1,2.34,46.23,16.42,41,41,0
4,0,10,1,4,0,1,8.919999999999998,38.19,0.0,64,98,1
3,0,1,0,4,1,1,24.9,30.150000000000002,13.43,17,26,0
2,0,7,0,6,0,1,22.080000000000002,52.260000000000005,13.43,45,57,1
2,0,1,0,2,1,3,21.14,38.19,41.79,5,15,0
2,0,4,0,4,1,1,7.98,44.22,25.369999999999997,3,7,0
3,1,17,0,0,0,2,22.080000000000002,52.260000000000005,10.45,267,343,1
2,1,15,0,6,0,1,27.72,44.22,28.360000000000003,239,513,0
3,1,10,0,0,0,1,29.6,39.53,41.79,253,364,1
1,1,18,0,3,1,3,7.98,58.29,19.400000000000002,96,98,1
3,0,14,0,1,1,1,24.9,28.14,0.0,127,182,0
1,0,11,0,6,0,2,1.4000000000000004,46.23,38.81,60,62,0
1,0,22,0,6,0,1,-0.47999999999999954,53.6,8.959999999999999,28,32,0
2,1,17,0,0,0,1,25.839999999999996,30.150000000000002,32.84,340,549,1
1,1,21,0,3,1,1,20.2,26.8,8.959999999999999,241,288,0
4,1,1,0,2,1,1,12.68,44.89,19.400000000000002,9,13,0
1,1,11,0,3,1,2,6.1,40.87,29.849999999999998,105,157,0
3,0,23,0,3,1,2,23.96,59.63,8.959999999999999,52,56,0
2,1,14,0,2,1,1,27.72,38.86,10.45,166,227,0
4,0,11,1,5,0,1,7.98,28.14,49.25,150,170,0
2,1,1,0,0,0,2,17.380000000000003,37.52,16.42,89,106,0
2,1,5,0,2,1,1,6.1,46.9,19.400000000000002,22,22,0
4,1,13,0,5,1,1,11.739999999999998,25.46,19.400000000000002,226,278,0
3,1,11,0,2,1,1,27.72,38.86,0.0,170,224,0
2,0,12,0,1,1,2,18.320000000000004,32.83,8.959999999999999,124,184,0
2,1,16,0,1,1,1,14.559999999999999,16.75,64.18,245,305,1
4,0,18,0,4,1,2,16.44,39.53,29.849999999999998,363,377,1
2,1,20,0,0,0,1,23.020000000000003,26.130000000000003,19.400000000000002,230,314,1
2,1,1,0,5,1,1,15.5,39.53,8.959999999999999,33,49,0
2,0,5,0,3,1,2,6.1,37.52,19.400000000000002,7,7,0
2,0,19,0,3,1,3,9.86,54.94,25.369999999999997,147,159,1
1,0,6,0,0,0,2,4.220000000000001,37.52,16.42,1,1,0
3,0,6,0,2,1,1,21.14,48.91,32.84,115,119,0
2,1,2,0,6,0,1,8.919999999999998,19.43,35.82,25,36,0
1,0,7,1,1,0,2,11.739999999999998,17.42,28.360000000000003,16,19,1
3,1,13,0,4,1,1,27.72,32.16,10.45,214,290,0
2,0,9,0,4,1,1,25.839999999999996,46.9,16.42,194,216,1
4,1,14,0,1,1,1,21.14,18.09,19.400000000000002,209,282,0
2,0,5,0,0,0,3,16.44,67.0,10.45,11,14,0
4,1,2,0,4,1,1,3.2799999999999994,34.84,28.360000000000003,9,9,0
2,1,10,0,0,0,1,19.259999999999998,42.88,0.0,288,436,1
2,1,10,0,1,1,1,25.839999999999996,41.54,16.42,95,147,1
3,0,8,0,2,1,1,25.839999999999996,41.54,13.43,391,432,1
4,1,4,0,4,1,2,5.160000000000002,43.550000000000004,13.43,5,5,0
1,1,20,0,5,1,1,5.160000000000002,27.47,25.369999999999997,104,112,1
2,0,9,0,5,1,1,19.259999999999998,26.8,16.42,194,230,1
1,1,23,0,4,1,1,10.8,50.92,32.84,60,67,0
1,0,0,0,6,0,1,0.4599999999999991,36.85,0.0,25,28,0
4,0,11,0,3,1,1,9.86,36.18,29.849999999999998,112,122,0
3,0,9,0,1,1,1,27.72,36.85,38.81,146,183,1
3,0,20,0,0,0,1,25.839999999999996,30.150000000000002,10.45,150,214,1
4,0,14,0,4,1,1,23.020000000000003,52.260000000000005,19.400000000000002,111,133,0
3,1,6,0,2,1,1,16.44,34.84,29.849999999999998,176,188,0
2,0,15,0,3,1,1,20.2,52.260000000000005,25.369999999999997,133,167,0
3,1,12,0,2,1,1,22.080000000000002,22.11,0.0,254,316,0
3,0,22,0,4,1,1,30.54,47.57,16.42,113,149,0
1,1,21,0,2,1,1,7.040000000000001,44.22,8.959999999999999,109,116,0
2,0,1,0,4,1,1,9.86,50.92,22.39,9,10,0
2,1,22,0,3,1,1,23.020000000000003,46.23,10.45,191,217,0
4,0,22,0,1,1,2,12.68,58.96,13.43,94,106,0
1,1,18,0,4,1,1,17.380000000000003,22.78,35.82,498,525,1
4,0,1,1,1,0,1,14.559999999999999,58.96,0.0,30,34,0
4,1,1,0,3,1,2,21.14,62.98,0.0,16,19,0
4,0,10,0,1,1,2,2.34,46.23,10.45,91,105,1
3,1,20,0,1,1,1,26.78,46.9,19.400000000000002,366,416,1
3,0,3,0,5,1,1,23.96,52.93,10.45,4,6,0
1,0,15,0,5,1,1,23.020000000000003,24.119999999999997,32.84,117,172,0
1,1,19,0,0,0,1,6.1,24.119999999999997,49.25,120,132,1
4,1,8,0,2,1,3,7.040000000000001,58.29,25.369999999999997,207,211,1
4,0,14,0,3,1,3,12.68,67.0,19.400000000000002,24,25,0
2,0,8,0,5,1,1,17.380000000000003,45.56,0.0,476,517,1
2,0,3,0,4,1,1,23.020000000000003,29.48,10.45,4,4,0
1,0,22,0,2,1,2,2.34,58.29,8.959999999999999,34,36,0
1,0,4,0,4,1,2,-0.47999999999999954,42.88,8.959999999999999,1,1,0
3,0,12,0,5,1,1,24.9,32.16,19.400000000000002,177,238,0
2,0,23,0,3,1,3,3.2799999999999994,62.31,28.360000000000003,11,12,0
4,0,19,0,4,1,2,8.919999999999998,47.57,22.39,192,211,1
3,0,1,0,0,0,1,13.620000000000001,51.59,22.39,66,79,0
1,1,20,0,6,0,1,1.4000000000000004,29.48,25.369999999999997,95,103,1
4,1,10,0,2,1,1,15.5,32.16,28.360000000000003,157,222,1
3,0,9,0,0,0,3,23.020000000000003,59.63,28.360000000000003,76,103,1
2,1,12,0,1,1,3,18.320000000000004,52.260000000000005,13.43,139,168,0
4,0,21,0,5,1,1,15.5,45.56,0.0,144,166,0
4,1,19,0,5,1,1,7.98,47.57,8.959999999999999,331,361,1
3,0,9,0,1,1,1,30.54,27.47,0.0,139,166,1
4,0,10,0,2,1,1,14.559999999999999,44.89,28.360000000000003,107,126,1
3,0,23,0,5,1,1,23.96,31.49,8.959999999999999,96,140,0
3,0,15,0,4,1,1,25.839999999999996,34.17,13.43,135,174,0
4,1,13,0,1,1,1,20.2,20.77,29.849999999999998,248,328,0
3,0,20,0,6,0,1,26.78,41.54,22.39,170,248,1
3,0,20,0,0,0,1,26.78,46.9,29.849999999999998,125,229,1
1,0,19,0,2,1,1,3.2799999999999994,32.16,10.45,110,112,1
4,0,14,0,6,0,1,11.739999999999998,21.44,29.849999999999998,228,349,0
3,0,9,0,1,1,2,25.839999999999996,36.18,0.0,150,187,1
2,0,20,0,3,1,1,24.9,40.87,16.42,284,340,1
1,0,19,0,2,1,2,2.34,53.6,13.43,98,99,1
3,0,13,0,4,1,1,32.42,31.49,25.369999999999997,126,152,0
2,1,13,0,4,1,1,24.9,24.79,28.360000000000003,250,315,0
4,0,9,0,3,1,3,21.14,62.98,22.39,141,155,1
2,0,6,0,5,1,2,7.98,58.29,0.0,33,35,0
3,1,20,0,1,1,1,27.72,41.54,16.42,347,403,1
2,1,10,0,4,1,1,22.080000000000002,43.550000000000004,41.79,132,179,1
2,1,20,0,0,0,1,18.320000000000004,21.44,8.959999999999999,198,243,1
4,0,13,0,0,0,2,23.96,49.58,0.0,247,369,0
3,0,19,0,1,1,1,24.9,20.099999999999998,28.360000000000003,350,416,1
2,0,10,0,6,0,3,11.739999999999998,62.98,38.81,21,22,1
3,0,7,0,2,1,2,26.78,46.9,16.42,287,315,1
2,1,22,0,1,1,2,19.259999999999998,52.260000000000005,8.959999999999999,118,129,0
1,1,9,0,0,0,2,3.2799999999999994,46.9,22.39,83,92,1
4,0,7,0,2,1,1,13.620000000000001,58.96,8.959999999999999,326,341,1
2,1,3,0,0,0,2,12.68,54.94,16.42,33,40,0
4,0,21,0,0,0,1,17.380000000000003,55.61,10.45,120,173,0
1,0,16,0,5,1,1,8.919999999999998,30.82,19.400000000000002,101,118,1
3,0,9,0,2,1,1,28.660000000000004,30.82,29.849999999999998,182,213,1
3,0,23,0,5,1,1,23.96,34.17,0.0,100,151,0
2,1,22,0,3,1,1,18.320000000000004,42.88,13.43,151,172,0
1,0,23,0,1,1,1,5.160000000000002,32.16,0.0,22,22,0
4,1,7,0,2,1,1,9.86,55.61,25.369999999999997,357,362,1
1,0,14,0,1,1,2,0.4599999999999991,36.85,13.43,85,86,0
4,0,16,1,1,0,2,24.9,30.150000000000002,8.959999999999999,248,402,1
3,0,8,0,2,1,3,17.380000000000003,55.61,38.81,349,364,1
4,0,10,0,2,1,1,12.68,41.54,13.43,114,135,1
1,1,0,1,1,0,2,3.2799999999999994,58.29,8.959999999999999,36,41,0
3,0,11,0,3,1,2,26.78,38.86,10.45,93,122,0
2,0,20,0,2,1,2,12.68,36.18,35.82,116,135,1
4,0,9,0,2,1,1,13.620000000000001,44.89,25.369999999999997,168,187,1
1,0,8,0,4,1,1,7.040000000000001,38.19,8.959999999999999,267,285,1
2,1,13,0,3,1,1,32.42,29.48,10.45,163,211,0
4,0,7,0,6,0,1,10.8,50.92,10.45,40,57,1
3,1,3,0,1,1,1,15.5,51.59,8.959999999999999,7,7,0
2,0,6,0,4,1,2,20.2,67.0,8.959999999999999,94,98,0
1,0,13,0,5,1,1,20.2,28.81,19.400000000000002,131,176,0
3,1,16,0,1,1,1,29.6,24.119999999999997,8.959999999999999,348,464,1
3,1,20,0,3,1,1,26.78,44.22,16.42,448,513,1
1,0,11,0,3,1,2,5.160000000000002,58.29,8.959999999999999,47,52,0
2,1,21,0,2,1,1,12.68,20.099999999999998,44.78,191,206,0
3,0,23,0,0,0,2,25.839999999999996,46.9,16.42,58,104,0
1,1,12,0,0,0,1,10.8,24.79,29.849999999999998,264,410,0
2,1,20,0,3,1,2,11.739999999999998,51.59,10.45,252,260,1
1,1,19,0,1,1,2,3.2799999999999994,62.31,13.43,14,18,1
1,0,17,0,3,1,3,12.68,67.0,32.84,226,229,1
1,1,22,0,0,0,1,4.220000000000001,27.47,25.369999999999997,53,62,0
3,1,11,0,4,1,1,34.300000000000004,23.45,29.849999999999998,137,244,0
3,0,19,0,3,1,1,29.6,19.43,8.959999999999999,288,375,1
1,1,5,0,3,1,1,-7.06,27.47,19.400000000000002,14,14,0
1,1,17,0,6,0,1,3.2799999999999994,27.47,25.369999999999997,129,144,1
1,0,11,0,3,1,2,3.2799999999999994,62.31,19.400000000000002,47,52,0
3,0,14,0,1,1,1,30.54,28.81,29.849999999999998,109,150,0
2,0,7,0,3,1,2,7.040000000000001,62.31,22.39,111,118,1
4,1,11,0,1,1,1,19.259999999999998,30.82,0.0,196,272,0
1,0,22,0,2,1,2,7.040000000000001,58.29,16.42,20,21,0
1,0,20,0,0,0,1,7.040000000000001,32.83,8.959999999999999,18,26,1
4,1,15,0,0,0,1,11.739999999999998,36.18,28.360000000000003,318,407,0
2,0,21,0,1,1,1,7.040000000000001,14.07,13.43,55,61,0
2,1,4,0,3,1,1,7.98,44.22,8.959999999999999,6,6,0
4,1,0,0,6,0,1,6.1,34.84,16.42,95,106,0
3,1,12,0,1,1,1,27.72,41.54,0.0,214,283,0
1,1,18,0,3,1,2,14.559999999999999,27.47,32.84,483,525,1
3,0,12,0,6,0,2,16.44,44.89,22.39,257,372,0
2,0,1,0,0,0,1,21.14,58.96,16.42,49,66,0
4,0,6,0,4,1,1,10.8,44.22,19.400000000000002,110,114,0
4,1,3,0,4,1,1,7.98,40.87,13.43,10,15,0
3,1,4,0,0,0,2,23.96,59.63,10.45,11,19,0
4,1,16,0,3,1,1,11.739999999999998,33.5,35.82,297,334,1
3,1,18,0,5,1,1,27.72,41.54,29.849999999999998,552,640,1
1,1,19,0,5,1,1,4.220000000000001,25.46,28.360000000000003,199,206,1
3,0,18,0,0,0,1,25.839999999999996,52.93,25.369999999999997,215,311,1
1,1,5,0,6,0,1,2.34,28.14,28.360000000000003,7,10,0
1,1,6,0,3,1,2,2.34,46.23,22.39,36,36,0
1,0,18,0,5,1,1,8.919999999999998,33.5,25.369999999999997,91,95,1
3,1,4,0,2,1,1,25.839999999999996,41.54,0.0,7,7,0
3,1,2,0,2,1,2,19.259999999999998,58.96,28.360000000000003,7,8,0
3,1,19,0,3,1,1,18.320000000000004,28.81,22.39,539,611,1
2,0,23,0,6,0,2,22.080000000000002,38.19,0.0,121,150,0
4,1,5,0,3,1,1,4.220000000000001,40.199999999999996,19.400000000000002,37,37,0
4,1,11,0,2,1,1,7.040000000000001,46.9,25.369999999999997,133,155,0
1,1,4,0,2,1,1,-0.47999999999999954,36.85,25.369999999999997,5,5,0
3,1,17,0,6,0,3,26.78,44.22,35.82,292,512,1
1,0,19,0,1,1,2,7.040000000000001,46.9,0.0,123,128,1
2,0,13,0,5,1,3,8.919999999999998,50.92,28.360000000000003,35,42,0
3,0,23,0,5,1,1,24.9,56.28,8.959999999999999,114,136,0
3,1,9,0,4,1,1,20.2,42.88,8.959999999999999,292,338,1
4,1,7,0,5,1,2,6.1,46.9,13.43,349,357,1
1,1,3,0,1,1,1,1.4000000000000004,50.25,0.0,2,3,0
4,0,23,0,5,1,1,5.160000000000002,54.27,0.0,88,94,0
3,0,21,0,6,0,2,23.96,55.61,38.81,127,167,0
3,0,18,0,3,1,2,29.6,39.53,25.369999999999997,447,513,1
3,1,12,0,3,1,1,26.78,36.85,22.39,230,307,0
3,1,1,0,2,1,1,23.96,54.94,13.43,9,24,0
3,0,18,0,4,1,1,25.839999999999996,46.9,41.79,483,540,1
1,0,5,0,1,1,1,7.040000000000001,35.510000000000005,28.360000000000003,3,3,0
3,0,10,1,1,0,2,27.72,36.85,8.959999999999999,114,280,1
1,0,4,0,2,1,1,-1.419999999999999,49.58,10.45,1,1,0
3,1,7,0,6,0,2,22.080000000000002,52.260000000000005,19.400000000000002,88,102,1
3,0,2,0,3,1,1,24.9,52.93,8.959999999999999,4,5,0
2,0,15,1,1,0,1,33.36,26.130000000000003,25.369999999999997,179,311,0
1,1,14,0,4,1,1,10.8,50.92,10.45,129,141,0
4,1,6,0,4,1,3,21.14,62.98,8.959999999999999,132,133,0
1,0,22,0,4,1,1,1.4000000000000004,26.8,0.0,50,53,0
4,1,19,0,3,1,2,6.1,37.52,22.39,384,402,1
2,1,6,0,0,0,3,16.44,55.61,22.39,14,17,0
4,1,2,1,4,0,1,3.2799999999999994,50.25,8.959999999999999,15,18,0
1,0,6,0,2,1,3,-1.419999999999999,62.31,0.0,22,22,0
3,0,17,0,1,1,1,27.72,30.150000000000002,29.849999999999998,445,514,1
2,0,9,0,6,0,1,22.080000000000002,48.91,25.369999999999997,116,177,1
3,0,21,0,1,1,1,24.9,43.550000000000004,0.0,190,242,0
3,0,20,0,3,1,1,26.78,24.79,29.849999999999998,264,333,1
4,0,20,0,5,1,2,7.040000000000001,30.150000000000002,19.400000000000002,146,152,1
2,1,4,0,0,0,1,17.380000000000003,42.88,8.959999999999999,16,18,0
2,1,3,0,5,1,1,7.98,40.87,16.42,8,11,0
1,0,8,0,3,1,1,-0.47999999999999954,39.53,16.42,125,128,1
4,1,9,0,1,1,1,10.8,58.29,8.959999999999999,289,308,1
3,0,23,0,0,0,1,24.9,49.58,16.42,48,68,0
3,1,6,0,4,1,1,22.080000000000002,48.91,8.959999999999999,171,178,0
3,0,6,0,2,1,2,20.2,58.96,13.43,107,115,0
2,0,0,0,0,0,1,22.080000000000002,38.19,8.959999999999999,90,113,0
2,1,9,0,4,1,1,15.5,39.53,46.27,299,361,1
1,0,14,0,4,1,2,6.1,30.150000000000002,13.43,75,81,0
4,0,23,0,4,1,2,19.259999999999998,58.96,19.400000000000002,45,47,0
3,0,21,0,5,1,1,24.9,43.550000000000004,19.400000000000002,119,173,0
2,0,1,0,4,1,1,25.839999999999996,25.46,10.45,12,15,0
4,0,10,0,1,1,1,8.919999999999998,62.31,13.43,95,123,1
2,0,5,0,3,1,1,18.320000000000004,58.96,8.959999999999999,23,25,0
2,1,21,0,6,0,2,19.259999999999998,52.260000000000005,22.39,183,269,0
2,0,4,0,3,1,1,10.8,67.0,10.45,4,9,0
2,1,1,0,0,0,2,17.380000000000003,55.61,22.39,84,121,0
1,1,22,0,6,0,2,-1.419999999999999,26.130000000000003,38.81,46,46,0
1,0,11,1,1,0,2,7.040000000000001,38.19,10.45,70,90,0
3,0,14,0,0,0,1,26.78,26.8,13.43,246,443,0
4,0,13,0,3,1,2,9.86,28.81,35.82,131,147,0
4,0,13,0,5,1,2,7.98,26.130000000000003,35.82,125,137,0
2,0,3,0,1,1,1,15.5,62.98,16.42,3,4,0
1,0,3,0,3,1,1,-5.18,30.150000000000002,13.43,2,2,0
4,0,18,0,4,1,3,21.14,55.61,25.369999999999997,248,268,1
4,0,4,0,4,1,2,10.8,41.54,41.79,3,4,0
4,1,21,0,0,0,2,8.919999999999998,62.31,0.0,92,106,0
1,0,11,0,0,0,2,11.739999999999998,67.0,22.39,44,62,0
4,0,11,0,0,0,1,4.220000000000001,23.45,0.0,166,197,0
3,1,5,0,4,1,1,21.14,38.19,8.959999999999999,39,47,0
4,0,0,0,3,1,1,14.559999999999999,51.59,13.43,36,43,0
1,0,21,0,4,1,2,3.2799999999999994,40.199999999999996,25.369999999999997,54,57,0
3,0,7,0,0,0,1,21.14,40.87,0.0,27,51,1
2,0,13,0,3,1,1,21.14,33.5,0.0,157,193,0
4,1,13,0,4,1,2,10.8,38.86,16.42,199,248,0
1,1,17,0,5,1,1,11.739999999999998,21.44,32.84,429,465,1
1,1,16,0,5,1,2,7.98,28.14,25.369999999999997,240,268,1
3,1,16,0,0,0,1,30.54,30.82,25.369999999999997,278,421,1
1,0,10,0,3,1,3,2.34,62.31,28.360000000000003,26,28,1
4,0,10,0,4,1,1,16.44,34.84,0.0,105,129,1
4,0,19,0,6,0,1,11.739999999999998,33.5,25.369999999999997,139,171,1
3,1,13,0,0,0,1,35.24,22.11,25.369999999999997,309,420,0
1,1,21,0,5,1,1,8.919999999999998,22.78,32.84,133,141,0
3,1,7,0,6,0,1,22.080000000000002,55.61,8.959999999999999,54,62,1
3,0,3,0,1,1,3,21.14,52.260000000000005,13.43,2,2,0
4,0,4,0,2,1,3,21.14,62.98,8.959999999999999,3,8,0
1,1,5,0,1,1,1,2.34,53.6,13.43,16,16,0
3,1,7,0,4,1,1,21.14,40.87,10.45,484,508,1
1,0,18,0,2,1,2,2.34,53.6,16.42,132,133,1
3,0,10,0,5,1,2,26.78,46.9,35.82,108,138,1
2,0,7,0,4,1,1,13.620000000000001,58.96,13.43,283,297,1
4,0,20,0,3,1,1,15.5,58.96,0.0,180,207,1
1,0,3,0,6,0,3,0.4599999999999991,36.85,16.42,7,7,0
2,1,19,0,4,1,1,17.380000000000003,24.79,35.82,469,553,1
2,0,3,0,1,1,3,17.380000000000003,62.98,16.42,4,4,0
4,0,10,0,2,1,3,18.320000000000004,48.91,41.79,34,36,1
2,1,10,0,2,1,1,22.080000000000002,48.91,8.959999999999999,136,180,1
4,0,2,0,2,1,1,12.68,62.98,8.959999999999999,4,5,0
2,0,17,0,2,1,1,15.5,28.14,10.45,265,307,1
1,1,2,0,5,1,1,3.2799999999999994,40.199999999999996,25.369999999999997,5,5,0
1,0,21,0,1,1,2,9.86,58.29,38.81,78,80,0
1,1,16,0,5,1,1,16.44,18.09,28.360000000000003,259,294,1
4,1,22,0,0,0,3,12.68,58.96,35.82,35,37,0
2,1,3,0,4,1,2,20.2,58.96,10.45,3,4,0
1,1,15,0,5,1,1,4.220000000000001,22.11,58.209999999999994,123,138,0
4,1,23,0,3,1,3,5.160000000000002,43.550000000000004,22.39,37,40,0
4,0,5,0,1,1,1,9.86,58.29,0.0,19,21,0
1,0,19,0,2,1,2,3.2799999999999994,54.27,13.43,105,108,1
2,0,9,1,1,0,1,25.839999999999996,49.58,8.959999999999999,81,128,1
3,0,11,0,4,1,1,25.839999999999996,24.79,22.39,110,148,0
2,1,5,0,3,1,3,18.320000000000004,58.96,25.369999999999997,29,35,0
4,0,18,0,2,1,3,12.68,67.0,0.0,148,148,1
4,0,14,0,3,1,2,16.44,51.59,0.0,52,66,0
3,0,11,0,4,1,3,24.9,52.93,0.0,112,151,0
2,0,5,0,1,1,1,15.5,62.31,19.400000000000002,20,21,0
4,0,8,0,6,0,1,13.620000000000001,54.94,0.0,89,103,1
4,1,3,0,0,0,2,10.8,58.29,10.45,34,48,0
3,0,12,0,2,1,1,24.9,49.58,16.42,149,189,0
1,1,9,0,0,0,1,4.220000000000001,40.199999999999996,22.39,70,90,1
1,1,9,0,3,1,3,1.4000000000000004,57.62,32.84,22,23,1
2,1,14,1,1,0,1,29.6,42.21,28.360000000000003,227,465,0
1,1,21,0,5,1,2,1.4000000000000004,24.79,8.959999999999999,99,104,0
2,0,3,0,6,0,2,8.919999999999998,58.29,16.42,9,14,0
1,0,15,0,2,1,2,-0.47999999999999954,53.6,8.959999999999999,45,47,0
2,0,21,0,0,0,1,23.020000000000003,55.61,10.45,101,140,0
3,1,10,0,6,0,1,30.54,34.84,22.39,266,395,1
1,1,16,0,4,1,1,4.220000000000001,27.47,32.84,185,193,1
2,0,3,0,6,0,3,6.1,67.0,25.369999999999997,11,14,0
1,0,6,0,1,1,1,0.4599999999999991,62.31,0.0,29,30,0
1,0,4,0,6,0,1,9.86,47.57,22.39,9,10,0
1,0,16,1,1,0,3,5.160000000000002,50.25,41.79,48,56,1
3,1,6,0,5,1,1,15.5,51.59,8.959999999999999,146,165,0
4,0,20,0,5,1,1,17.380000000000003,34.84,28.360000000000003,202,230,1
4,1,18,0,0,0,1,17.380000000000003,24.79,19.400000000000002,405,540,1
3,1,5,0,3,1,2,24.9,52.93,29.849999999999998,39,40,0
2,1,20,0,2,1,1,20.2,15.41,28.360000000000003,358,402,1
3,0,7,0,6,0,2,23.020000000000003,49.58,19.400000000000002,34,44,1
4,0,3,0,5,1,1,2.34,53.6,0.0,5,6,0
2,1,13,0,5,1,1,20.2,17.42,38.81,263,363,0
1,0,19,0,2,1,3,-0.47999999999999954,62.31,0.0,51,51,1
1,1,0,0,3,1,1,4.220000000000001,62.31,0.0,25,31,0
4,0,1,0,6,0,1,4.220000000000001,43.550000000000004,19.400000000000002,62,71,0
1,1,1,1,2,0,2,4.220000000000001,58.29,16.42,13,13,0
4,0,6,0,1,1,2,5.160000000000002,62.31,0.0,97,99,0
2,0,7,0,0,0,2,11.739999999999998,51.59,8.959999999999999,26,33,1
1,1,8,0,3,1,3,8.919999999999998,48.91,10.45,505,520,1
4,0,11,0,6,0,1,10.8,41.54,10.45,123,230,0
4,1,23,0,4,1,1,20.2,37.52,8.959999999999999,137,155,0
2,0,21,0,4,1,1,25.839999999999996,41.54,8.959999999999999,178,223,0
1,0,5,0,6,0,2,8.919999999999998,50.92,22.39,0,1,0
1,1,14,0,3,1,1,16.44,24.119999999999997,32.84,137,175,0
4,0,22,0,4,1,1,8.919999999999998,35.510000000000005,28.360000000000003,84,89,0
1,1,9,0,6,0,1,-1.419999999999999,33.5,10.45,78,81,1
4,1,3,0,2,1,2,7.98,47.57,10.45,2,2,0
2,1,22,0,3,1,1,16.44,51.59,8.959999999999999,221,248,0
2,1,21,0,0,0,3,8.919999999999998,58.29,38.81,11,11,0
3,0,12,0,6,0,3,23.020000000000003,55.61,49.25,65,76,0
2,0,16,0,1,1,1,24.9,38.86,16.42,238,299,1
1,1,0,0,6,0,3,8.919999999999998,62.31,8.959999999999999,21,22,0
3,0,23,0,4,1,1,29.6,47.57,16.42,73,113,0
4,1,2,0,0,0,1,2.34,29.48,35.82,27,28,0
3,0,18,0,2,1,3,29.6,36.85,29.849999999999998,436,504,1
2,0,7,0,2,1,2,22.080000000000002,46.23,19.400000000000002,311,334,1
2,0,17,0,2,1,1,22.080000000000002,22.11,0.0,532,611,1
3,0,12,0,0,0,1,29.6,36.85,10.45,206,404,0
4,0,0,0,6,0,1,3.2799999999999994,40.199999999999996,13.43,52,64,0
